X	X0	ensg	hgnc_symbol	chromosome_name
ENSG00000182851	11020	ENSG00000182851_GPIHBP1	ENSG00000182851	NA	NA
ENSG00000181638	11021	ENSG00000181638_ZFP41	ENSG00000181638	ZFP41	8
ENSG00000250571	11022	ENSG00000250571_GLI4	ENSG00000250571	GLI4	8
ENSG00000253716	11023	ENSG00000253716_RP13-582O9.5	ENSG00000253716	MINCR	8
ENSG00000185730	11024	ENSG00000185730_ZNF696	ENSG00000185730	ZNF696	8
ENSG00000272172	11025	ENSG00000272172_RP13-582O9.7	ENSG00000272172		8
ENSG00000184428	11026	ENSG00000184428_TOP1MT	ENSG00000184428	TOP1MT	8
ENSG00000254389	11027	ENSG00000254389_RHPN1-AS1	ENSG00000254389	RHPN1-AS1	8
ENSG00000158106	11028	ENSG00000158106_RHPN1	ENSG00000158106	RHPN1	8
ENSG00000253931	11029	ENSG00000253931_RP11-909N17.2	ENSG00000253931		8
ENSG00000254338	11030	ENSG00000254338_RP11-909N17.3	ENSG00000254338	MAFA-AS1	8
ENSG00000182759	11031	ENSG00000182759_MAFA	ENSG00000182759	MAFA	8
ENSG00000014164	11032	ENSG00000014164_ZC3H3	ENSG00000014164	ZC3H3	8
ENSG00000254859	11033	ENSG00000254859_RP11-661A12.5	ENSG00000254859		8
ENSG00000254144	11034	ENSG00000254144_7SK	ENSG00000254144	NA	NA
ENSG00000104518	11035	ENSG00000104518_GSDMD	ENSG00000104518	GSDMD	8
ENSG00000204839	11036	ENSG00000204839_MROH6	ENSG00000204839	MROH6	8
ENSG00000255050	11037	ENSG00000255050_RP11-661A12.9	ENSG00000255050		8
ENSG00000147813	11038	ENSG00000147813_NAPRT1	ENSG00000147813	NAPRT	8
ENSG00000254741	11039	ENSG00000254741_RP11-661A12.7	ENSG00000254741		8
ENSG00000104529	11040	ENSG00000104529_EEF1D	ENSG00000104529	EEF1D	8
ENSG00000179886	11041	ENSG00000179886_TIGD5	ENSG00000179886	TIGD5	8
ENSG00000271912	11042	ENSG00000271912_RP11-661A12.14	ENSG00000271912	NA	NA
ENSG00000104524	11043	ENSG00000104524_PYCRL	ENSG00000104524	PYCR3	8
ENSG00000104522	11044	ENSG00000104522_TSTA3	ENSG00000104522	TSTA3	8
ENSG00000254812	11045	ENSG00000254812_RP11-661A12.12	ENSG00000254812		8
ENSG00000183309	11046	ENSG00000183309_ZNF623	ENSG00000183309	ZNF623	8
ENSG00000181135	11047	ENSG00000181135_ZNF707	ENSG00000181135	ZNF707	8
ENSG00000181097	11048	ENSG00000181097_RP11-429J17.2	ENSG00000181097		8
ENSG00000255181	11049	ENSG00000255181_CCDC166	ENSG00000255181	CCDC166	8
ENSG00000181085	11050	ENSG00000181085_MAPK15	ENSG00000181085	MAPK15	8
ENSG00000254548	11051	ENSG00000254548_RP11-429J17.5	ENSG00000254548		8
ENSG00000180921	11052	ENSG00000180921_FAM83H	ENSG00000180921	FAM83H	8
ENSG00000203499	11053	ENSG00000203499_FAM83H-AS1	ENSG00000203499	IQANK1	8
ENSG00000254973	11054	ENSG00000254973_RP11-429J17.7	ENSG00000254973		8
ENSG00000214733	11055	ENSG00000214733_RP11-429J17.8	ENSG00000214733	NA	NA
ENSG00000180900	11056	ENSG00000180900_SCRIB	ENSG00000180900	SCRIB	8
ENSG00000179950	11057	ENSG00000179950_PUF60	ENSG00000179950	PUF60	8
ENSG00000185189	11058	ENSG00000185189_NRBP2	ENSG00000185189	NRBP2	8
ENSG00000227184	11059	ENSG00000227184_EPPK1	ENSG00000227184	NA	NA
ENSG00000178209	11060	ENSG00000178209_PLEC	ENSG00000178209	PLEC	8
ENSG00000178685	11061	ENSG00000178685_PARP10	ENSG00000178685	PARP10	8
ENSG00000178719	11062	ENSG00000178719_GRINA	ENSG00000178719	GRINA	8
ENSG00000186583	11063	ENSG00000186583_SPATC1	ENSG00000186583	SPATC1	8
ENSG00000204791	11064	ENSG00000204791_CTD-3065J16.6	ENSG00000204791	SMPD5	8
ENSG00000178814	11065	ENSG00000178814_OPLAH	ENSG00000178814	OPLAH	8
ENSG00000255224	11066	ENSG00000255224_CTD-3065J16.9	ENSG00000255224		8
ENSG00000178896	11067	ENSG00000178896_EXOSC4	ENSG00000178896	EXOSC4	8
ENSG00000197858	11068	ENSG00000197858_GPAA1	ENSG00000197858	GPAA1	8
ENSG00000179091	11069	ENSG00000179091_CYC1	ENSG00000179091	CYC1	8
ENSG00000179526	11070	ENSG00000179526_SHARPIN	ENSG00000179526	SHARPIN	8
ENSG00000179632	11071	ENSG00000179632_MAF1	ENSG00000179632	MAF1	8
ENSG00000179698	11072	ENSG00000179698_KIAA1875	ENSG00000179698	WDR97	8
ENSG00000235173	11073	ENSG00000235173_FAM203A	ENSG00000235173	HGH1	8
ENSG00000179832	11074	ENSG00000179832_MROH1	ENSG00000179832	MROH1	8
ENSG00000170727	11075	ENSG00000170727_BOP1	ENSG00000170727	NA	NA
ENSG00000185122	11076	ENSG00000185122_HSF1	ENSG00000185122	HSF1	8
ENSG00000254690	11077	ENSG00000254690_GS1-393G12.12	ENSG00000254690		8
ENSG00000185000	11078	ENSG00000185000_DGAT1	ENSG00000185000	DGAT1	8
ENSG00000170616	11079	ENSG00000170616_SCRT1	ENSG00000170616	NA	NA
ENSG00000214597	11080	ENSG00000214597_TMEM249	ENSG00000214597	NA	NA
ENSG00000271698	11081	ENSG00000271698_GS1-393G12.13	ENSG00000271698		8
ENSG00000185803	11082	ENSG00000185803_SLC52A2	ENSG00000185803	SLC52A2	8
ENSG00000182325	11083	ENSG00000182325_FBXL6	ENSG00000182325	FBXL6	8
ENSG00000173137	11084	ENSG00000173137_ADCK5	ENSG00000173137	ADCK5	8
ENSG00000071894	11085	ENSG00000071894_CPSF1	ENSG00000071894	CPSF1	8
ENSG00000272115	11086	ENSG00000272115_GS1-393G12.14	ENSG00000272115		8
ENSG00000147804	11087	ENSG00000147804_SLC39A4	ENSG00000147804	SLC39A4	8
ENSG00000160948	11088	ENSG00000160948_VPS28	ENSG00000160948	VPS28	8
ENSG00000160949	11089	ENSG00000160949_TONSL	ENSG00000160949	TONSL	8
ENSG00000232600	11090	ENSG00000232600_AC084125.4	ENSG00000232600	TONSL-AS1	8
ENSG00000187954	11091	ENSG00000187954_CYHR1	ENSG00000187954	CYHR1	8
ENSG00000254578	11092	ENSG00000254578_CTD-2517M22.16	ENSG00000254578		8
ENSG00000167702	11093	ENSG00000167702_KIFC2	ENSG00000167702	KIFC2	8
ENSG00000160973	11094	ENSG00000160973_FOXH1	ENSG00000160973	FOXH1	8
ENSG00000160972	11095	ENSG00000160972_PPP1R16A	ENSG00000160972	PPP1R16A	8
ENSG00000167701	11096	ENSG00000167701_GPT	ENSG00000167701	GPT	8
ENSG00000167700	11097	ENSG00000167700_MFSD3	ENSG00000167700	MFSD3	8
ENSG00000160957	11098	ENSG00000160957_RECQL4	ENSG00000160957	RECQL4	8
ENSG00000265393	11099	ENSG00000265393_CTD-2517M22.17	ENSG00000265393		8
ENSG00000160959	11100	ENSG00000160959_LRRC14	ENSG00000160959	LRRC14	8
ENSG00000254402	11101	ENSG00000254402_LRRC24	ENSG00000254402	LRRC24	8
ENSG00000213563	11102	ENSG00000213563_C8orf82	ENSG00000213563	C8orf82	8
ENSG00000147799	11103	ENSG00000147799_ARHGAP39	ENSG00000147799	ARHGAP39	8
ENSG00000198169	11104	ENSG00000198169_ZNF251	ENSG00000198169	ZNF251	8
ENSG00000196378	11105	ENSG00000196378_ZNF34	ENSG00000196378	ZNF34	8
ENSG00000161016	11106	ENSG00000161016_RPL8	ENSG00000161016	RPL8	8
ENSG00000197363	11107	ENSG00000197363_ZNF517	ENSG00000197363	ZNF517	8
ENSG00000147789	11108	ENSG00000147789_ZNF7	ENSG00000147789	ZNF7	8
ENSG00000170619	11109	ENSG00000170619_COMMD5	ENSG00000170619	COMMD5	8
ENSG00000196150	11110	ENSG00000196150_ZNF250	ENSG00000196150	ZNF250	8
ENSG00000170631	11111	ENSG00000170631_ZNF16	ENSG00000170631	ZNF16	8
ENSG00000255164	11112	ENSG00000255164_RP5-1047A19.4	ENSG00000255164		8
ENSG00000255559	11113	ENSG00000255559_ZNF252P-AS1	ENSG00000255559	ZNF252P-AS1	8
ENSG00000182307	11114	ENSG00000182307_C8orf33	ENSG00000182307	C8orf33	8
ENSG00000227518	11115	ENSG00000227518_MIR1302-9	ENSG00000227518		9
ENSG00000218839	11116	ENSG00000218839_FAM138C	ENSG00000218839	FAM138C	9
ENSG00000225655	11117	ENSG00000225655_RP11-143M1.2	ENSG00000225655		9
ENSG00000227917	11118	ENSG00000227917_RP11-143M1.3	ENSG00000227917		9
ENSG00000231808	11119	ENSG00000231808_RP11-143M1.4	ENSG00000231808	LINC01388	9
ENSG00000170122	11120	ENSG00000170122_FOXD4	ENSG00000170122	FOXD4	9
ENSG00000172785	11121	ENSG00000172785_CBWD1	ENSG00000172785	CBWD1	9
ENSG00000183784	11122	ENSG00000183784_C9orf66	ENSG00000183784	C9orf66	9
ENSG00000107099	11123	ENSG00000107099_DOCK8	ENSG00000107099	DOCK8	9
ENSG00000235880	11124	ENSG00000235880_RP11-59O6.3	ENSG00000235880		9
ENSG00000227155	11125	ENSG00000227155_RP11-165F24.3	ENSG00000227155		9
ENSG00000107104	11126	ENSG00000107104_KANK1	ENSG00000107104	KANK1	9
ENSG00000137090	11127	ENSG00000137090_DMRT1	ENSG00000137090	DMRT1	9
ENSG00000080503	11128	ENSG00000080503_SMARCA2	ENSG00000080503	SMARCA2	9
ENSG00000236199	11129	ENSG00000236199_RP11-264I13.2	ENSG00000236199		9
ENSG00000236404	11130	ENSG00000236404_RP11-125B21.2	ENSG00000236404	VLDLR-AS1	9
ENSG00000147852	11131	ENSG00000147852_VLDLR	ENSG00000147852	VLDLR	9
ENSG00000168263	11132	ENSG00000168263_KCNV2	ENSG00000168263	KCNV2	9
ENSG00000080608	11133	ENSG00000080608_KIAA0020	ENSG00000080608	PUM3	9
ENSG00000080298	11134	ENSG00000080298_RFX3	ENSG00000080298	RFX3	9
ENSG00000232104	11135	ENSG00000232104_RP11-509J21.1	ENSG00000232104	RFX3-AS1	9
ENSG00000237359	11136	ENSG00000237359_RP11-509J21.2	ENSG00000237359		9
ENSG00000235326	11137	ENSG00000235326_RP11-509J21.3	ENSG00000235326	NA	NA
ENSG00000107249	11138	ENSG00000107249_GLIS3	ENSG00000107249	GLIS3	9
ENSG00000228322	11139	ENSG00000228322_RP11-358M14.2	ENSG00000228322		9
ENSG00000106688	11140	ENSG00000106688_SLC1A1	ENSG00000106688	SLC1A1	9
ENSG00000106686	11141	ENSG00000106686_SPATA6L	ENSG00000106686	SPATA6L	9
ENSG00000205808	11142	ENSG00000205808_PPAPDC2	ENSG00000205808	PLPP6	9
ENSG00000273061	11143	ENSG00000273061_RP11-6J24.6	ENSG00000273061	CDC37L1-DT	9
ENSG00000106993	11144	ENSG00000106993_CDC37L1	ENSG00000106993	CDC37L1	9
ENSG00000147853	11145	ENSG00000147853_AK3	ENSG00000147853	AK3	9
ENSG00000120158	11146	ENSG00000120158_RCL1	ENSG00000120158	RCL1	9
ENSG00000269305	11147	ENSG00000269305_AL158147.2	ENSG00000269305	NA	NA
ENSG00000096968	11148	ENSG00000096968_JAK2	ENSG00000096968	JAK2	9
ENSG00000120210	11149	ENSG00000120210_INSL6	ENSG00000120210	INSL6	9
ENSG00000120211	11150	ENSG00000120211_INSL4	ENSG00000120211	INSL4	9
ENSG00000107018	11151	ENSG00000107018_RLN1	ENSG00000107018	RLN1	9
ENSG00000272866	11152	ENSG00000272866_RP11-12D24.10	ENSG00000272866		9
ENSG00000107020	11153	ENSG00000107020_PLGRKT	ENSG00000107020	PLGRKT	9
ENSG00000120217	11154	ENSG00000120217_CD274	ENSG00000120217	CD274	9
ENSG00000231509	11155	ENSG00000231509_RP11-574F11.3	ENSG00000231509		9
ENSG00000107036	11156	ENSG00000107036_KIAA1432	ENSG00000107036	RIC1	9
ENSG00000225408	11157	ENSG00000225408_RP11-207C16.4	ENSG00000225408		9
ENSG00000099219	11158	ENSG00000099219_ERMP1	ENSG00000099219	ERMP1	9
ENSG00000183354	11159	ENSG00000183354_KIAA2026	ENSG00000183354	KIAA2026	9
ENSG00000120215	11160	ENSG00000120215_MLANA	ENSG00000120215	MLANA	9
ENSG00000137040	11161	ENSG00000137040_RANBP6	ENSG00000137040	RANBP6	9
ENSG00000170777	11162	ENSG00000170777_TPD52L3	ENSG00000170777	TPD52L3	9
ENSG00000147854	11163	ENSG00000147854_UHRF2	ENSG00000147854	UHRF2	9
ENSG00000233367	11164	ENSG00000233367_RP11-307L3.4	ENSG00000233367		9
ENSG00000215066	11165	ENSG00000215066_C9orf38	ENSG00000215066	NA	NA
ENSG00000229611	11166	ENSG00000229611_RP11-390F4.10	ENSG00000229611		9
ENSG00000225489	11167	ENSG00000225489_RP11-390F4.3	ENSG00000225489		9
ENSG00000107077	11168	ENSG00000107077_KDM4C	ENSG00000107077	KDM4C	9
ENSG00000273056	11169	ENSG00000273056_RP11-77E14.2	ENSG00000273056		9
ENSG00000137038	11170	ENSG00000137038_TMEM261	ENSG00000137038	DMAC1	9
ENSG00000231902	11171	ENSG00000231902_RP11-29B9.2	ENSG00000231902		9
ENSG00000232035	11172	ENSG00000232035_RP11-87N24.3	ENSG00000232035		9
ENSG00000270372	11173	ENSG00000270372_RP11-109M17.2	ENSG00000270372		9
ENSG00000107186	11174	ENSG00000107186_MPDZ	ENSG00000107186	MPDZ	9
ENSG00000270547	11175	ENSG00000270547_RP11-536O18.2	ENSG00000270547	LINC01235	9
ENSG00000147862	11176	ENSG00000147862_NFIB	ENSG00000147862	NFIB	9
ENSG00000225472	11177	ENSG00000225472_RP11-120J1.1	ENSG00000225472		9
ENSG00000273399	11178	ENSG00000273399_RP11-408A13.3	ENSG00000273399		9
ENSG00000272871	11179	ENSG00000272871_RP11-408A13.4	ENSG00000272871		9
ENSG00000175893	11180	ENSG00000175893_ZDHHC21	ENSG00000175893	ZDHHC21	9
ENSG00000155158	11181	ENSG00000155158_TTC39B	ENSG00000155158	TTC39B	9
ENSG00000164975	11182	ENSG00000164975_SNAPC3	ENSG00000164975	SNAPC3	9
ENSG00000164985	11183	ENSG00000164985_PSIP1	ENSG00000164985	PSIP1	9
ENSG00000164989	11184	ENSG00000164989_CCDC171	ENSG00000164989	CCDC171	9
ENSG00000044459	11185	ENSG00000044459_CNTLN	ENSG00000044459	CNTLN	9
ENSG00000178031	11186	ENSG00000178031_ADAMTSL1	ENSG00000178031	ADAMTSL1	9
ENSG00000155876	11187	ENSG00000155876_RRAGA	ENSG00000155876	RRAGA	9
ENSG00000147874	11188	ENSG00000147874_HAUS6	ENSG00000147874	HAUS6	9
ENSG00000147872	11189	ENSG00000147872_PLIN2	ENSG00000147872	PLIN2	9
ENSG00000137145	11190	ENSG00000137145_DENND4C	ENSG00000137145	DENND4C	9
ENSG00000232978	11191	ENSG00000232978_RP11-146N23.4	ENSG00000232978		9
ENSG00000272842	11192	ENSG00000272842_RP11-513M16.7	ENSG00000272842		9
ENSG00000273226	11193	ENSG00000273226_RP11-513M16.8	ENSG00000273226		9
ENSG00000137154	11194	ENSG00000137154_RPS6	ENSG00000137154	RPS6	9
ENSG00000177076	11195	ENSG00000177076_ACER2	ENSG00000177076	ACER2	9
ENSG00000155886	11196	ENSG00000155886_SLC24A2	ENSG00000155886	SLC24A2	9
ENSG00000261402	11197	ENSG00000261402_RP11-378I6.1	ENSG00000261402		9
ENSG00000171843	11198	ENSG00000171843_MLLT3	ENSG00000171843	MLLT3	9
ENSG00000188352	11199	ENSG00000188352_FOCAD	ENSG00000188352	FOCAD	9
ENSG00000227071	11200	ENSG00000227071_RP11-4E23.2	ENSG00000227071	FOCAD-AS1	9
ENSG00000188921	11201	ENSG00000188921_PTPLAD2	ENSG00000188921	HACD4	9
ENSG00000099810	11202	ENSG00000099810_MTAP	ENSG00000099810	MTAP	9
ENSG00000265194	11203	ENSG00000265194_RP11-70L8.4	ENSG00000265194		9
ENSG00000234840	11204	ENSG00000234840_RP11-399D6.2	ENSG00000234840	LINC01239	9
ENSG00000107105	11205	ENSG00000107105_ELAVL2	ENSG00000107105	ELAVL2	9
ENSG00000120159	11206	ENSG00000120159_CAAP1	ENSG00000120159	CAAP1	9
ENSG00000137055	11207	ENSG00000137055_PLAA	ENSG00000137055	PLAA	9
ENSG00000096872	11208	ENSG00000096872_IFT74	ENSG00000096872	IFT74	9
ENSG00000234676	11209	ENSG00000234676_RP11-337A23.3	ENSG00000234676	IFT74-AS1	9
ENSG00000184434	11210	ENSG00000184434_LRRC19	ENSG00000184434	LRRC19	9
ENSG00000254396	11211	ENSG00000254396_RP11-56F10.3	ENSG00000254396		9
ENSG00000120156	11212	ENSG00000120156_TEK	ENSG00000120156	TEK	9
ENSG00000231459	11213	ENSG00000231459_LINC00032	ENSG00000231459	NA	NA
ENSG00000120160	11214	ENSG00000120160_EQTN	ENSG00000120160	EQTN	9
ENSG00000120162	11215	ENSG00000120162_MOB3B	ENSG00000120162	MOB3B	9
ENSG00000237734	11216	ENSG00000237734_RP11-298E2.2	ENSG00000237734		9
ENSG00000147896	11217	ENSG00000147896_IFNK	ENSG00000147896	IFNK	9
ENSG00000147894	11218	ENSG00000147894_C9orf72	ENSG00000147894	C9orf72	9
ENSG00000122729	11219	ENSG00000122729_ACO1	ENSG00000122729	ACO1	9
ENSG00000107201	11220	ENSG00000107201_DDX58	ENSG00000107201	DDX58	9
ENSG00000197579	11221	ENSG00000197579_TOPORS	ENSG00000197579	TOPORS	9
ENSG00000235453	11222	ENSG00000235453_TOPORS-AS1	ENSG00000235453	SMIM27	9
ENSG00000165264	11223	ENSG00000165264_NDUFB6	ENSG00000165264	NDUFB6	9
ENSG00000241043	11224	ENSG00000241043_GVQW1	ENSG00000241043	NA	NA
ENSG00000122728	11225	ENSG00000122728_TAF1L	ENSG00000122728	TAF1L	9
ENSG00000231193	11226	ENSG00000231193_RP11-462B18.2	ENSG00000231193		9
ENSG00000137074	11227	ENSG00000137074_APTX	ENSG00000137074	APTX	9
ENSG00000086061	11228	ENSG00000086061_DNAJA1	ENSG00000086061	DNAJA1	9
ENSG00000122692	11229	ENSG00000122692_SMU1	ENSG00000122692	SMU1	9
ENSG00000086062	11230	ENSG00000086062_B4GALT1	ENSG00000086062	B4GALT1	9
ENSG00000233554	11231	ENSG00000233554_RP11-326F20.5	ENSG00000233554	B4GALT1-AS1	9
ENSG00000122711	11232	ENSG00000122711_SPINK4	ENSG00000122711	SPINK4	9
ENSG00000107262	11233	ENSG00000107262_BAG1	ENSG00000107262	BAG1	9
ENSG00000086065	11234	ENSG00000086065_CHMP5	ENSG00000086065	CHMP5	9
ENSG00000086102	11235	ENSG00000086102_NFX1	ENSG00000086102	NFX1	9
ENSG00000165269	11236	ENSG00000165269_AQP7	ENSG00000165269	AQP7	9
ENSG00000165272	11237	ENSG00000165272_AQP3	ENSG00000165272	AQP3	9
ENSG00000165271	11238	ENSG00000165271_NOL6	ENSG00000165271	NOL6	9
ENSG00000230453	11239	ENSG00000230453_ANKRD18B	ENSG00000230453	ANKRD18B	9
ENSG00000226562	11240	ENSG00000226562_CYP4F26P	ENSG00000226562	CYP4F26P	9
ENSG00000260947	11241	ENSG00000260947_RP11-384P7.7	ENSG00000260947		9
ENSG00000227301	11242	ENSG00000227301_RP11-384P7.5	ENSG00000227301		9
ENSG00000233776	11243	ENSG00000233776_RP11-384P7.6	ENSG00000233776	LINC01251	9
ENSG00000010438	11244	ENSG00000010438_PRSS3	ENSG00000010438	PRSS3	9
ENSG00000235481	11245	ENSG00000235481_RP11-133O22.6	ENSG00000235481	UBE2R2-AS1	9
ENSG00000107341	11246	ENSG00000107341_UBE2R2	ENSG00000107341	UBE2R2	9
ENSG00000230925	11247	ENSG00000230925_RP11-176F3.7	ENSG00000230925	NA	NA
ENSG00000137073	11248	ENSG00000137073_UBAP2	ENSG00000137073	UBAP2	9
ENSG00000228352	11249	ENSG00000228352_RP11-537H15.3	ENSG00000228352		9
ENSG00000198876	11250	ENSG00000198876_DCAF12	ENSG00000198876	DCAF12	9
ENSG00000165006	11251	ENSG00000165006_UBAP1	ENSG00000165006	UBAP1	9
ENSG00000186638	11252	ENSG00000186638_KIF24	ENSG00000186638	KIF24	9
ENSG00000164978	11253	ENSG00000164978_NUDT2	ENSG00000164978	NUDT2	9
ENSG00000164976	11254	ENSG00000164976_KIAA1161	ENSG00000164976	MYORG	9
ENSG00000164972	11255	ENSG00000164972_C9orf24	ENSG00000164972	C9orf24	9
ENSG00000164970	11256	ENSG00000164970_FAM219A	ENSG00000164970	FAM219A	9
ENSG00000122735	11257	ENSG00000122735_DNAI1	ENSG00000122735	DNAI1	9
ENSG00000168913	11258	ENSG00000168913_ENHO	ENSG00000168913	ENHO	9
ENSG00000230729	11259	ENSG00000230729_RP11-296L22.8	ENSG00000230729		9
ENSG00000122756	11260	ENSG00000122756_CNTFR	ENSG00000122756	CNTFR	9
ENSG00000164967	11261	ENSG00000164967_RPP25L	ENSG00000164967	RPP25L	9
ENSG00000137100	11262	ENSG00000137100_DCTN3	ENSG00000137100	DCTN3	9
ENSG00000205143	11263	ENSG00000205143_ARID3C	ENSG00000205143	ARID3C	9
ENSG00000147955	11264	ENSG00000147955_SIGMAR1	ENSG00000147955	SIGMAR1	9
ENSG00000213930	11265	ENSG00000213930_GALT	ENSG00000213930	GALT	9
ENSG00000137070	11266	ENSG00000137070_IL11RA	ENSG00000137070	IL11RA	9
ENSG00000213927	11267	ENSG00000213927_CCL27	ENSG00000213927	CCL27	9
ENSG00000187186	11268	ENSG00000187186_RP11-195F19.5	ENSG00000187186		9
ENSG00000230074	11269	ENSG00000230074_RP11-195F19.9	ENSG00000230074		9
ENSG00000122733	11270	ENSG00000122733_KIAA1045	ENSG00000122733	PHF24	9
ENSG00000137094	11271	ENSG00000137094_DNAJB5	ENSG00000137094	DNAJB5	9
ENSG00000174038	11272	ENSG00000174038_C9orf131	ENSG00000174038	C9orf131	9
ENSG00000269510	11273	ENSG00000269510_FLJ00273	ENSG00000269510	NA	NA
ENSG00000165280	11274	ENSG00000165280_VCP	ENSG00000165280	VCP	9
ENSG00000221829	11275	ENSG00000221829_FANCG	ENSG00000221829	FANCG	9
ENSG00000165282	11276	ENSG00000165282_PIGO	ENSG00000165282	PIGO	9
ENSG00000234181	11277	ENSG00000234181_RP11-182N22.8	ENSG00000234181		9
ENSG00000165283	11278	ENSG00000165283_STOML2	ENSG00000165283	STOML2	9
ENSG00000005238	11279	ENSG00000005238_FAM214B	ENSG00000005238	FAM214B	9
ENSG00000198722	11280	ENSG00000198722_UNC13B	ENSG00000198722	UNC13B	9
ENSG00000198853	11281	ENSG00000198853_RUSC2	ENSG00000198853	RUSC2	9
ENSG00000215187	11282	ENSG00000215187_FAM166B	ENSG00000215187	FAM166B	9
ENSG00000107140	11283	ENSG00000107140_TESK1	ENSG00000107140	TESK1	9
ENSG00000137101	11284	ENSG00000137101_CD72	ENSG00000137101	CD72	9
ENSG00000231393	11285	ENSG00000231393_RP11-331F9.3	ENSG00000231393		9
ENSG00000227933	11286	ENSG00000227933_RP11-331F9.4	ENSG00000227933		9
ENSG00000137078	11287	ENSG00000137078_SIT1	ENSG00000137078	SIT1	9
ENSG00000269900	11288	ENSG00000269900_RMRP	ENSG00000269900	RMRP	9
ENSG00000159884	11289	ENSG00000159884_CCDC107	ENSG00000159884	CCDC107	9
ENSG00000137135	11290	ENSG00000137135_ARHGEF39	ENSG00000137135	ARHGEF39	9
ENSG00000107159	11291	ENSG00000107159_CA9	ENSG00000107159	CA9	9
ENSG00000198467	11292	ENSG00000198467_TPM2	ENSG00000198467	TPM2	9
ENSG00000137076	11293	ENSG00000137076_TLN1	ENSG00000137076	TLN1	9
ENSG00000107175	11294	ENSG00000107175_CREB3	ENSG00000107175	CREB3	9
ENSG00000070610	11295	ENSG00000070610_GBA2	ENSG00000070610	GBA2	9
ENSG00000107185	11296	ENSG00000107185_RGP1	ENSG00000107185	RGP1	9
ENSG00000215183	11297	ENSG00000215183_MSMP	ENSG00000215183	MSMP	9
ENSG00000228843	11298	ENSG00000228843_RP11-112J3.15	ENSG00000228843		9
ENSG00000227388	11299	ENSG00000227388_RP11-112J3.16	ENSG00000227388		9
ENSG00000159899	11300	ENSG00000159899_NPR2	ENSG00000159899	NPR2	9
ENSG00000137098	11301	ENSG00000137098_SPAG8	ENSG00000137098	SPAG8	9
ENSG00000137133	11302	ENSG00000137133_HINT2	ENSG00000137133	HINT2	9
ENSG00000137103	11303	ENSG00000137103_TMEM8B	ENSG00000137103	TMEM8B	9
ENSG00000204930	11304	ENSG00000204930_FAM221B	ENSG00000204930	FAM221B	9
ENSG00000196196	11305	ENSG00000196196_HRCT1	ENSG00000196196	HRCT1	9
ENSG00000235387	11306	ENSG00000235387_LINC00961	ENSG00000235387	SPAAR	9
ENSG00000122707	11307	ENSG00000122707_RECK	ENSG00000122707	RECK	9
ENSG00000122694	11308	ENSG00000122694_GLIPR2	ENSG00000122694	GLIPR2	9
ENSG00000122705	11309	ENSG00000122705_CLTA	ENSG00000122705	CLTA	9
ENSG00000159921	11310	ENSG00000159921_GNE	ENSG00000159921	GNE	9
ENSG00000137075	11311	ENSG00000137075_RNF38	ENSG00000137075	RNF38	9
ENSG00000165304	11312	ENSG00000165304_MELK	ENSG00000165304	MELK	9
ENSG00000232920	11313	ENSG00000232920_RP11-465M18.1	ENSG00000232920	LINC01400	9
ENSG00000260100	11314	ENSG00000260100_RP11-220I1.5	ENSG00000260100		9
ENSG00000233137	11315	ENSG00000233137_RP11-220I1.1	ENSG00000233137	NA	NA
ENSG00000233242	11316	ENSG00000233242_RP11-220I1.2	ENSG00000233242		9
ENSG00000147905	11317	ENSG00000147905_ZCCHC7	ENSG00000147905	ZCCHC7	9
ENSG00000137106	11318	ENSG00000137106_GRHPR	ENSG00000137106	GRHPR	9
ENSG00000168795	11319	ENSG00000168795_ZBTB5	ENSG00000168795	ZBTB5	9
ENSG00000137054	11320	ENSG00000137054_POLR1E	ENSG00000137054	POLR1E	9
ENSG00000234160	11321	ENSG00000234160_RP11-613M10.6	ENSG00000234160		9
ENSG00000147912	11322	ENSG00000147912_FBXO10	ENSG00000147912	FBXO10	9
ENSG00000256966	11323	ENSG00000256966_RP11-613M10.8	ENSG00000256966		9
ENSG00000175768	11324	ENSG00000175768_TOMM5	ENSG00000175768	TOMM5	9
ENSG00000255872	11325	ENSG00000255872_RP11-613M10.9	ENSG00000255872		9
ENSG00000070601	11326	ENSG00000070601_FRMPD1	ENSG00000070601	FRMPD1	9
ENSG00000165275	11327	ENSG00000165275_TRMT10B	ENSG00000165275	TRMT10B	9
ENSG00000107371	11328	ENSG00000107371_EXOSC3	ENSG00000107371	EXOSC3	9
ENSG00000122741	11329	ENSG00000122741_DCAF10	ENSG00000122741	DCAF10	9
ENSG00000122696	11330	ENSG00000122696_SLC25A51	ENSG00000122696	SLC25A51	9
ENSG00000107338	11331	ENSG00000107338_SHB	ENSG00000107338	SHB	9
ENSG00000137124	11332	ENSG00000137124_ALDH1B1	ENSG00000137124	ALDH1B1	9
ENSG00000180071	11333	ENSG00000180071_ANKRD18A	ENSG00000180071	ANKRD18A	9
ENSG00000106714	11334	ENSG00000106714_CNTNAP3	ENSG00000106714	CNTNAP3	9
ENSG00000231140	11335	ENSG00000231140_RP11-347J14.7	ENSG00000231140		9
ENSG00000227921	11336	ENSG00000227921_AL353791.1	ENSG00000227921	NA	NA
ENSG00000236361	11337	ENSG00000236361_RP11-395E19.7	ENSG00000236361	NA	NA
ENSG00000196409	11338	ENSG00000196409_ZNF658	ENSG00000196409	NA	NA
