X	X0	ensg	hgnc_symbol	chromosome_name
ENSG00000225986	321	ENSG00000225986_UBXN10-AS1	ENSG00000225986	UBXN10-AS1	1
ENSG00000162543	322	ENSG00000162543_UBXN10	ENSG00000162543	UBXN10	1
ENSG00000228105	323	ENSG00000228105_RP3-340N1.6	ENSG00000228105	LINC01757	1
ENSG00000162545	324	ENSG00000162545_CAMK2N1	ENSG00000162545	CAMK2N1	1
ENSG00000090432	325	ENSG00000090432_MUL1	ENSG00000090432	MUL1	1
ENSG00000183114	326	ENSG00000183114_FAM43B	ENSG00000183114	FAM43B	1
ENSG00000158825	327	ENSG00000158825_CDA	ENSG00000158825	CDA	1
ENSG00000158828	328	ENSG00000158828_PINK1	ENSG00000158828	PINK1	1
ENSG00000117242	329	ENSG00000117242_PINK1-AS	ENSG00000117242	PINK1-AS	1
ENSG00000244038	330	ENSG00000244038_DDOST	ENSG00000244038	DDOST	1
ENSG00000117245	331	ENSG00000117245_KIF17	ENSG00000117245	KIF17	1
ENSG00000189410	332	ENSG00000189410_SH2D5	ENSG00000189410	SH2D5	1
ENSG00000127483	333	ENSG00000127483_HP1BP3	ENSG00000127483	HP1BP3	1
ENSG00000203394	334	ENSG00000203394_RP5-930J4.4	ENSG00000203394	NA	NA
ENSG00000075151	335	ENSG00000075151_EIF4G3	ENSG00000075151	EIF4G3	1
ENSG00000117298	336	ENSG00000117298_ECE1	ENSG00000117298	ECE1	1
ENSG00000236936	337	ENSG00000236936_RP3-329E20.2	ENSG00000236936		1
ENSG00000231105	338	ENSG00000231105_RP5-1071N3.1	ENSG00000231105		1
ENSG00000142794	339	ENSG00000142794_NBPF3	ENSG00000142794	NBPF3	1
ENSG00000162551	340	ENSG00000162551_ALPL	ENSG00000162551	ALPL	1
ENSG00000233431	341	ENSG00000233431_RP11-63N8.3	ENSG00000233431	LINC02596	1
ENSG00000076864	342	ENSG00000076864_RAP1GAP	ENSG00000076864	RAP1GAP	1
ENSG00000090686	343	ENSG00000090686_USP48	ENSG00000090686	USP48	1
ENSG00000187942	344	ENSG00000187942_LDLRAD2	ENSG00000187942	LDLRAD2	1
ENSG00000142798	345	ENSG00000142798_HSPG2	ENSG00000142798	HSPG2	1
ENSG00000219073	346	ENSG00000219073_CELA3B	ENSG00000219073	CELA3B	1
ENSG00000142789	347	ENSG00000142789_CELA3A	ENSG00000142789	CELA3A	1
ENSG00000228397	348	ENSG00000228397_RP1-224A6.3	ENSG00000228397	LINC01635	1
ENSG00000218510	349	ENSG00000218510_LINC00339	ENSG00000218510	LINC00339	1
ENSG00000070831	350	ENSG00000070831_CDC42	ENSG00000070831	CDC42	1
ENSG00000271840	351	ENSG00000271840_RP1-224A6.9	ENSG00000271840	NA	NA
ENSG00000162552	352	ENSG00000162552_WNT4	ENSG00000162552	WNT4	1
ENSG00000184677	353	ENSG00000184677_ZBTB40	ENSG00000184677	ZBTB40	1
ENSG00000070886	354	ENSG00000070886_EPHA8	ENSG00000070886	EPHA8	1
ENSG00000173372	355	ENSG00000173372_C1QA	ENSG00000173372	C1QA	1
ENSG00000159189	356	ENSG00000159189_C1QC	ENSG00000159189	C1QC	1
ENSG00000133216	357	ENSG00000133216_EPHB2	ENSG00000133216	EPHB2	1
ENSG00000227868	358	ENSG00000227868_C1orf234	ENSG00000227868	TEX46	1
ENSG00000004487	359	ENSG00000004487_KDM1A	ENSG00000004487	KDM1A	1
ENSG00000240553	360	ENSG00000240553_RP1-184J9.2	ENSG00000240553		1
ENSG00000169641	361	ENSG00000169641_LUZP1	ENSG00000169641	LUZP1	1
ENSG00000179546	362	ENSG00000179546_HTR1D	ENSG00000179546	HTR1D	1
ENSG00000261326	363	ENSG00000261326_RP5-1057J7.6	ENSG00000261326	LINC01355	1
ENSG00000125944	364	ENSG00000125944_HNRNPR	ENSG00000125944	HNRNPR	1
ENSG00000125945	365	ENSG00000125945_ZNF436	ENSG00000125945	ZNF436	1
ENSG00000249087	366	ENSG00000249087_C1orf213	ENSG00000249087	ZNF436-AS1	1
ENSG00000204219	367	ENSG00000204219_TCEA3	ENSG00000204219	TCEA3	1
ENSG00000088280	368	ENSG00000088280_ASAP3	ENSG00000088280	ASAP3	1
ENSG00000007968	369	ENSG00000007968_E2F2	ENSG00000007968	E2F2	1
ENSG00000235052	370	ENSG00000235052_RP1-150O5.3	ENSG00000235052		1
ENSG00000117318	371	ENSG00000117318_ID3	ENSG00000117318	ID3	1
ENSG00000197880	372	ENSG00000197880_MDS2	ENSG00000197880	MDS2	1
ENSG00000142676	373	ENSG00000142676_RPL11	ENSG00000142676	RPL11	1
ENSG00000011007	374	ENSG00000011007_TCEB3	ENSG00000011007	ELOA	1
ENSG00000236810	375	ENSG00000236810_RP5-886K2.3	ENSG00000236810	ELOA-AS1	1
ENSG00000057757	376	ENSG00000057757_PITHD1	ENSG00000057757	PITHD1	1
ENSG00000011009	377	ENSG00000011009_LYPLA2	ENSG00000011009	LYPLA2	1
ENSG00000117308	378	ENSG00000117308_GALE	ENSG00000117308	GALE	1
ENSG00000117305	379	ENSG00000117305_HMGCL	ENSG00000117305	HMGCL	1
ENSG00000179163	380	ENSG00000179163_FUCA1	ENSG00000179163	FUCA1	1
ENSG00000188822	381	ENSG00000188822_CNR2	ENSG00000188822	CNR2	1
ENSG00000189266	382	ENSG00000189266_PNRC2	ENSG00000189266	PNRC2	1
ENSG00000188529	383	ENSG00000188529_SRSF10	ENSG00000188529	SRSF10	1
ENSG00000185436	384	ENSG00000185436_IFNLR1	ENSG00000185436	IFNLR1	1
ENSG00000158055	385	ENSG00000158055_GRHL3	ENSG00000158055	GRHL3	1
ENSG00000001460	386	ENSG00000001460_STPG1	ENSG00000001460	STPG1	1
ENSG00000001461	387	ENSG00000001461_NIPAL3	ENSG00000001461	NIPAL3	1
ENSG00000117602	388	ENSG00000117602_RCAN3	ENSG00000117602	RCAN3	1
ENSG00000264443	389	ENSG00000264443_RP4-594I10.3	ENSG00000264443		1
ENSG00000184454	390	ENSG00000184454_NCMAP	ENSG00000184454	NCMAP	1
ENSG00000133226	391	ENSG00000133226_SRRM1	ENSG00000133226	SRRM1	1
ENSG00000169504	392	ENSG00000169504_CLIC4	ENSG00000169504	CLIC4	1
ENSG00000020633	393	ENSG00000020633_RUNX3	ENSG00000020633	RUNX3	1
ENSG00000261025	394	ENSG00000261025_RP11-84D1.2	ENSG00000261025		1
ENSG00000231953	395	ENSG00000231953_RP4-706G24.1	ENSG00000231953		1
ENSG00000117614	396	ENSG00000117614_SYF2	ENSG00000117614	SYF2	1
ENSG00000117616	397	ENSG00000117616_C1orf63	ENSG00000117616	RSRP1	1
ENSG00000272432	398	ENSG00000272432_RP3-465N24.6	ENSG00000272432		1
ENSG00000187010	399	ENSG00000187010_RHD	ENSG00000187010	RHD	1
ENSG00000183726	400	ENSG00000183726_TMEM50A	ENSG00000183726	TMEM50A	1
ENSG00000188672	401	ENSG00000188672_RHCE	ENSG00000188672	RHCE	1
ENSG00000204178	402	ENSG00000204178_TMEM57	ENSG00000204178	MACO1	1
ENSG00000157978	403	ENSG00000157978_LDLRAP1	ENSG00000157978	LDLRAP1	1
ENSG00000225643	404	ENSG00000225643_RP11-70P17.1	ENSG00000225643		1
ENSG00000117643	405	ENSG00000117643_MAN1C1	ENSG00000117643	MAN1C1	1
ENSG00000233478	406	ENSG00000233478_RP1-187B23.1	ENSG00000233478		1
ENSG00000162430	407	ENSG00000162430_SEPN1	ENSG00000162430	SELENON	1
ENSG00000228172	408	ENSG00000228172_RP1-317E23.3	ENSG00000228172		1
ENSG00000117640	409	ENSG00000117640_MTFR1L	ENSG00000117640	MTFR1L	1
ENSG00000223474	410	ENSG00000223474_AL020996.1	ENSG00000223474	NA	NA
ENSG00000272478	411	ENSG00000272478_RP1-317E23.7	ENSG00000272478		1
ENSG00000127423	412	ENSG00000127423_AUNIP	ENSG00000127423	AUNIP	1
ENSG00000236528	413	ENSG00000236528_RP1-125I3.2	ENSG00000236528		1
ENSG00000182749	414	ENSG00000182749_PAQR7	ENSG00000182749	PAQR7	1
ENSG00000117632	415	ENSG00000117632_STMN1	ENSG00000117632	STMN1	1
ENSG00000158006	416	ENSG00000158006_PAFAH2	ENSG00000158006	PAFAH2	1
ENSG00000158008	417	ENSG00000158008_EXTL1	ENSG00000158008	EXTL1	1
ENSG00000158014	418	ENSG00000158014_SLC30A2	ENSG00000158014	SLC30A2	1
ENSG00000158022	419	ENSG00000158022_TRIM63	ENSG00000158022	TRIM63	1
ENSG00000175087	420	ENSG00000175087_PDIK1L	ENSG00000175087	PDIK1L	1
ENSG00000197245	421	ENSG00000197245_FAM110D	ENSG00000197245	FAM110D	1
ENSG00000142684	422	ENSG00000142684_ZNF593	ENSG00000142684	ZNF593	1
ENSG00000236782	423	ENSG00000236782_RP11-96L14.7	ENSG00000236782		1
ENSG00000142675	424	ENSG00000142675_CNKSR1	ENSG00000142675	CNKSR1	1
ENSG00000188782	425	ENSG00000188782_CATSPER4	ENSG00000188782	CATSPER4	1
ENSG00000130695	426	ENSG00000130695_CEP85	ENSG00000130695	CEP85	1
ENSG00000142669	427	ENSG00000142669_SH3BGRL3	ENSG00000142669	SH3BGRL3	1
ENSG00000158062	428	ENSG00000158062_UBXN11	ENSG00000158062	UBXN11	1
ENSG00000169442	429	ENSG00000169442_CD52	ENSG00000169442	CD52	1
ENSG00000176092	430	ENSG00000176092_AIM1L	ENSG00000176092	CRYBG2	1
ENSG00000176083	431	ENSG00000176083_ZNF683	ENSG00000176083	ZNF683	1
ENSG00000131914	432	ENSG00000131914_LIN28A	ENSG00000131914	LIN28A	1
ENSG00000117682	433	ENSG00000117682_DHDDS	ENSG00000117682	DHDDS	1
ENSG00000225891	434	ENSG00000225891_RP3-476K8.3	ENSG00000225891		1
ENSG00000198830	435	ENSG00000198830_HMGN2	ENSG00000198830	HMGN2	1
ENSG00000117676	436	ENSG00000117676_RPS6KA1	ENSG00000117676	RPS6KA1	1
ENSG00000260063	437	ENSG00000260063_RP5-968P14.2	ENSG00000260063		1
ENSG00000117713	438	ENSG00000117713_ARID1A	ENSG00000117713	ARID1A	1
ENSG00000060642	439	ENSG00000060642_PIGV	ENSG00000060642	PIGV	1
ENSG00000204160	440	ENSG00000204160_ZDHHC18	ENSG00000204160	ZDHHC18	1
ENSG00000175793	441	ENSG00000175793_SFN	ENSG00000175793	SFN	1
ENSG00000142751	442	ENSG00000142751_GPN2	ENSG00000142751	GPN2	1
ENSG00000198746	443	ENSG00000198746_GPATCH3	ENSG00000198746	GPATCH3	1
ENSG00000090273	444	ENSG00000090273_NUDC	ENSG00000090273	NUDC	1
ENSG00000131910	445	ENSG00000131910_NR0B2	ENSG00000131910	NR0B2	1
ENSG00000175707	446	ENSG00000175707_C1orf172	ENSG00000175707	KDF1	1
ENSG00000253368	447	ENSG00000253368_TRNP1	ENSG00000253368	TRNP1	1
ENSG00000158246	448	ENSG00000158246_FAM46B	ENSG00000158246	TENT5B	1
ENSG00000090020	449	ENSG00000090020_SLC9A1	ENSG00000090020	SLC9A1	1
ENSG00000224311	450	ENSG00000224311_RP11-40H20.4	ENSG00000224311		1
ENSG00000142784	451	ENSG00000142784_WDTC1	ENSG00000142784	WDTC1	1
ENSG00000186501	452	ENSG00000186501_TMEM222	ENSG00000186501	TMEM222	1
ENSG00000142765	453	ENSG00000142765_SYTL1	ENSG00000142765	SYTL1	1
ENSG00000142733	454	ENSG00000142733_MAP3K6	ENSG00000142733	MAP3K6	1
ENSG00000142748	455	ENSG00000142748_FCN3	ENSG00000142748	FCN3	1
ENSG00000174950	456	ENSG00000174950_CD164L2	ENSG00000174950	CD164L2	1
ENSG00000181773	457	ENSG00000181773_GPR3	ENSG00000181773	GPR3	1
ENSG00000158195	458	ENSG00000158195_WASF2	ENSG00000158195	WASF2	1
ENSG00000241169	459	ENSG00000241169_RP4-752I6.1	ENSG00000241169		1
ENSG00000237429	460	ENSG00000237429_RP1-159A19.4	ENSG00000237429		1
ENSG00000126705	461	ENSG00000126705_AHDC1	ENSG00000126705	AHDC1	1
ENSG00000000938	462	ENSG00000000938_FGR	ENSG00000000938	FGR	1
ENSG00000233975	463	ENSG00000233975_RP11-288L9.1	ENSG00000233975	LINC02574	1
ENSG00000126709	464	ENSG00000126709_IFI6	ENSG00000126709	IFI6	1
ENSG00000225886	465	ENSG00000225886_RP11-288L9.4	ENSG00000225886		1
ENSG00000009780	466	ENSG00000009780_FAM76A	ENSG00000009780	FAM76A	1
ENSG00000117758	467	ENSG00000117758_STX12	ENSG00000117758	STX12	1
ENSG00000117751	468	ENSG00000117751_PPP1R8	ENSG00000117751	PPP1R8	1
ENSG00000268552	469	ENSG00000268552_AL109927.1	ENSG00000268552	NA	NA
ENSG00000130775	470	ENSG00000130775_THEMIS2	ENSG00000130775	THEMIS2	1
ENSG00000117748	471	ENSG00000117748_RPA2	ENSG00000117748	RPA2	1
ENSG00000130768	472	ENSG00000130768_SMPDL3B	ENSG00000130768	SMPDL3B	1
ENSG00000227050	473	ENSG00000227050_RP11-460I13.2	ENSG00000227050		1
ENSG00000158156	474	ENSG00000158156_XKR8	ENSG00000158156	XKR8	1
ENSG00000158161	475	ENSG00000158161_EYA3	ENSG00000158161	EYA3	1
ENSG00000169403	476	ENSG00000169403_PTAFR	ENSG00000169403	PTAFR	1
ENSG00000126698	477	ENSG00000126698_DNAJC8	ENSG00000126698	DNAJC8	1
ENSG00000269804	478	ENSG00000269804_AL353354.2	ENSG00000269804	NA	NA
ENSG00000130770	479	ENSG00000130770_ATPIF1	ENSG00000130770	ATP5IF1	1
ENSG00000270605	480	ENSG00000270605_RP5-1092A3.4	ENSG00000270605		1
ENSG00000271398	481	ENSG00000271398_RP5-1092A3.5	ENSG00000271398		1
ENSG00000130766	482	ENSG00000130766_SESN2	ENSG00000130766	SESN2	1
ENSG00000130772	483	ENSG00000130772_MED18	ENSG00000130772	MED18	1
ENSG00000204138	484	ENSG00000204138_PHACTR4	ENSG00000204138	PHACTR4	1
ENSG00000180198	485	ENSG00000180198_RCC1	ENSG00000180198	RCC1	1
ENSG00000180098	486	ENSG00000180098_TRNAU1AP	ENSG00000180098	TRNAU1AP	1
ENSG00000197989	487	ENSG00000197989_SNHG12	ENSG00000197989	SNHG12	1
ENSG00000120656	488	ENSG00000120656_TAF12	ENSG00000120656	TAF12	1
ENSG00000188060	489	ENSG00000188060_RAB42	ENSG00000188060	RAB42	1
ENSG00000229388	490	ENSG00000229388_RP11-442N24__B.1	ENSG00000229388	LINC01715	1
ENSG00000270103	491	ENSG00000270103_RNU11	ENSG00000270103		1
ENSG00000162419	492	ENSG00000162419_GMEB1	ENSG00000162419	GMEB1	1
ENSG00000198492	493	ENSG00000198492_YTHDF2	ENSG00000198492	YTHDF2	1
ENSG00000233427	494	ENSG00000233427_RP1-212P9.3	ENSG00000233427		1
ENSG00000159023	495	ENSG00000159023_EPB41	ENSG00000159023	EPB41	1
ENSG00000253304	496	ENSG00000253304_TMEM200B	ENSG00000253304	TMEM200B	1
ENSG00000116350	497	ENSG00000116350_SRSF4	ENSG00000116350	SRSF4	1
ENSG00000227637	498	ENSG00000227637_RP11-242O24.5	ENSG00000227637	NA	NA
ENSG00000116353	499	ENSG00000116353_MECR	ENSG00000116353	MECR	1
ENSG00000237934	500	ENSG00000237934_RP11-467D18.2	ENSG00000237934		1
ENSG00000060656	501	ENSG00000060656_PTPRU	ENSG00000060656	PTPRU	1
ENSG00000233372	502	ENSG00000233372_RP5-893G23.1	ENSG00000233372		1
ENSG00000162510	503	ENSG00000162510_MATN1	ENSG00000162510	MATN1	1
ENSG00000186056	504	ENSG00000186056_MATN1-AS1	ENSG00000186056	MATN1-AS1	1
ENSG00000162511	505	ENSG00000162511_LAPTM5	ENSG00000162511	LAPTM5	1
ENSG00000229607	506	ENSG00000229607_RP5-1125N11.1	ENSG00000229607		1
ENSG00000223382	507	ENSG00000223382_RP1-65J11.1	ENSG00000223382	LINC01778	1
ENSG00000162512	508	ENSG00000162512_SDC3	ENSG00000162512	SDC3	1
ENSG00000134644	509	ENSG00000134644_PUM1	ENSG00000134644	PUM1	1
ENSG00000084628	510	ENSG00000084628_NKAIN1	ENSG00000084628	NKAIN1	1
ENSG00000060688	511	ENSG00000060688_SNRNP40	ENSG00000060688	SNRNP40	1
ENSG00000121766	512	ENSG00000121766_ZCCHC17	ENSG00000121766	ZCCHC17	1
ENSG00000229044	513	ENSG00000229044_RP11-266K22.2	ENSG00000229044		1
ENSG00000121769	514	ENSG00000121769_FABP3	ENSG00000121769	FABP3	1
ENSG00000168528	515	ENSG00000168528_SERINC2	ENSG00000168528	SERINC2	1
ENSG00000268950	516	ENSG00000268950_AC114494.1	ENSG00000268950	NA	NA
ENSG00000228682	517	ENSG00000228682_RP11-439L8.3	ENSG00000228682	NA	NA
ENSG00000223907	518	ENSG00000223907_RP11-439L8.4	ENSG00000223907	NA	NA
ENSG00000142910	519	ENSG00000142910_TINAGL1	ENSG00000142910	TINAGL1	1
ENSG00000162517	520	ENSG00000162517_PEF1	ENSG00000162517	PEF1	1
ENSG00000235790	521	ENSG00000235790_RP11-73M7.6	ENSG00000235790		1
ENSG00000264078	522	ENSG00000264078_RP11-73M7.9	ENSG00000264078		1
ENSG00000084636	523	ENSG00000084636_COL16A1	ENSG00000084636	COL16A1	1
ENSG00000121753	524	ENSG00000121753_BAI2	ENSG00000121753	ADGRB2	1
ENSG00000254545	525	ENSG00000254545_RP11-84A19.3	ENSG00000254545		1
ENSG00000134668	526	ENSG00000134668_SPOCD1	ENSG00000134668	SPOCD1	1
ENSG00000203620	527	ENSG00000203620_RP11-84A19.2	ENSG00000203620		1
ENSG00000269967	528	ENSG00000269967_RP11-84A19.4	ENSG00000269967		1
ENSG00000184007	529	ENSG00000184007_PTP4A2	ENSG00000184007	PTP4A2	1
ENSG00000212673	530	ENSG00000212673_AL136115.1	ENSG00000212673	NA	NA
ENSG00000228634	531	ENSG00000228634_RP4-534N18.2	ENSG00000228634		1
ENSG00000121774	532	ENSG00000121774_KHDRBS1	ENSG00000121774	KHDRBS1	1
ENSG00000203325	533	ENSG00000203325_RP11-277A4.4	ENSG00000203325		1
ENSG00000121775	534	ENSG00000121775_TMEM39B	ENSG00000121775	TMEM39B	1
ENSG00000025800	535	ENSG00000025800_KPNA6	ENSG00000025800	KPNA6	1
ENSG00000084652	536	ENSG00000084652_TXLNA	ENSG00000084652	TXLNA	1
ENSG00000160050	537	ENSG00000160050_CCDC28B	ENSG00000160050	CCDC28B	1
ENSG00000224066	538	ENSG00000224066_RP4-622L5.7	ENSG00000224066		1
ENSG00000160051	539	ENSG00000160051_IQCC	ENSG00000160051	IQCC	1
ENSG00000222046	540	ENSG00000222046_DCDC2B	ENSG00000222046	DCDC2B	1
ENSG00000160055	541	ENSG00000160055_TMEM234	ENSG00000160055	TMEM234	1
ENSG00000084623	542	ENSG00000084623_EIF3I	ENSG00000084623	EIF3I	1
ENSG00000183615	543	ENSG00000183615_FAM167B	ENSG00000183615	FAM167B	1
ENSG00000182866	544	ENSG00000182866_LCK	ENSG00000182866	LCK	1
ENSG00000116478	545	ENSG00000116478_HDAC1	ENSG00000116478	HDAC1	1
ENSG00000175130	546	ENSG00000175130_MARCKSL1	ENSG00000175130	MARCKSL1	1
ENSG00000233775	547	ENSG00000233775_RP4-811H24.9	ENSG00000233775		1
ENSG00000162526	548	ENSG00000162526_TSSK3	ENSG00000162526	TSSK3	1
ENSG00000225828	549	ENSG00000225828_FAM229A	ENSG00000225828	FAM229A	1
ENSG00000160058	550	ENSG00000160058_BSDC1	ENSG00000160058	BSDC1	1
ENSG00000273274	551	ENSG00000273274_ZBTB8B	ENSG00000273274	ZBTB8B	1
ENSG00000160062	552	ENSG00000160062_ZBTB8A	ENSG00000160062	ZBTB8A	1
ENSG00000176261	553	ENSG00000176261_ZBTB8OS	ENSG00000176261	ZBTB8OS	1
ENSG00000162521	554	ENSG00000162521_RBBP4	ENSG00000162521	RBBP4	1
ENSG00000162520	555	ENSG00000162520_SYNC	ENSG00000162520	SYNC	1
ENSG00000224409	556	ENSG00000224409_RP11-114B7.6	ENSG00000224409		1
ENSG00000162522	557	ENSG00000162522_KIAA1522	ENSG00000162522	KIAA1522	1
ENSG00000134684	558	ENSG00000134684_YARS	ENSG00000134684	YARS	1
ENSG00000116497	559	ENSG00000116497_S100PBP	ENSG00000116497	S100PBP	1
ENSG00000160097	560	ENSG00000160097_FNDC5	ENSG00000160097	FNDC5	1
ENSG00000121905	561	ENSG00000121905_HPCA	ENSG00000121905	HPCA	1
ENSG00000121900	562	ENSG00000121900_TMEM54	ENSG00000121900	TMEM54	1
ENSG00000116514	563	ENSG00000116514_RNF19B	ENSG00000116514	RNF19B	1
ENSG00000267885	564	ENSG00000267885_FKSG48	ENSG00000267885	NA	NA
ENSG00000236065	565	ENSG00000236065_RP1-117O3.2	ENSG00000236065		1
ENSG00000004455	566	ENSG00000004455_AK2	ENSG00000004455	AK2	1
ENSG00000142920	567	ENSG00000142920_ADC	ENSG00000142920	AZIN2	1
ENSG00000116525	568	ENSG00000116525_TRIM62	ENSG00000116525	TRIM62	1
ENSG00000160094	569	ENSG00000160094_ZNF362	ENSG00000160094	ZNF362	1
ENSG00000270115	570	ENSG00000270115_RP11-415J8.7	ENSG00000270115		1
ENSG00000134686	571	ENSG00000134686_PHC2	ENSG00000134686	PHC2	1
ENSG00000233246	572	ENSG00000233246_RP11-415J8.5	ENSG00000233246		1
ENSG00000121903	573	ENSG00000121903_ZSCAN20	ENSG00000121903	ZSCAN20	1
ENSG00000121904	574	ENSG00000121904_CSMD2	ENSG00000121904	CSMD2	1
ENSG00000163866	575	ENSG00000163866_SMIM12	ENSG00000163866	SMIM12	1
ENSG00000187513	576	ENSG00000187513_GJA4	ENSG00000187513	GJA4	1
ENSG00000230163	577	ENSG00000230163_RP5-997D16.2	ENSG00000230163		1
ENSG00000116544	578	ENSG00000116544_DLGAP3	ENSG00000116544	DLGAP3	1
ENSG00000271741	579	ENSG00000271741_RP11-244H3.4	ENSG00000271741		1
ENSG00000243749	580	ENSG00000243749_ZMYM6NB	ENSG00000243749	TMEM35B	1
ENSG00000163867	581	ENSG00000163867_ZMYM6	ENSG00000163867	ZMYM6	1
ENSG00000197056	582	ENSG00000197056_ZMYM1	ENSG00000197056	ZMYM1	1
ENSG00000116560	583	ENSG00000116560_SFPQ	ENSG00000116560	SFPQ	1
ENSG00000146463	584	ENSG00000146463_ZMYM4	ENSG00000146463	ZMYM4	1
ENSG00000227409	585	ENSG00000227409_ZMYM4-AS1	ENSG00000227409	ZMYM4-AS1	1
ENSG00000142687	586	ENSG00000142687_KIAA0319L	ENSG00000142687	KIAA0319L	1
ENSG00000020129	587	ENSG00000020129_NCDN	ENSG00000020129	NCDN	1
ENSG00000239636	588	ENSG00000239636_RP4-728D4.2	ENSG00000239636		1
ENSG00000116819	589	ENSG00000116819_TFAP2E	ENSG00000116819	TFAP2E	1
ENSG00000126067	590	ENSG00000126067_PSMB2	ENSG00000126067	PSMB2	1
ENSG00000142686	591	ENSG00000142686_C1orf216	ENSG00000142686	C1orf216	1
ENSG00000092853	592	ENSG00000092853_CLSPN	ENSG00000092853	CLSPN	1
ENSG00000232335	593	ENSG00000232335_RP11-435D7.3	ENSG00000232335		1
ENSG00000134698	594	ENSG00000134698_AGO4	ENSG00000134698	AGO4	1
ENSG00000092847	595	ENSG00000092847_AGO1	ENSG00000092847	AGO1	1
ENSG00000271914	596	ENSG00000271914_RP4-789D17.5	ENSG00000271914		1
ENSG00000126070	597	ENSG00000126070_AGO3	ENSG00000126070	AGO3	1
ENSG00000271554	598	ENSG00000271554_RP4-665N4.8	ENSG00000271554		1
ENSG00000092850	599	ENSG00000092850_TEKT2	ENSG00000092850	TEKT2	1
ENSG00000116863	600	ENSG00000116863_ADPRHL2	ENSG00000116863	ADPRHL2	1
ENSG00000171812	601	ENSG00000171812_COL8A2	ENSG00000171812	COL8A2	1
ENSG00000054116	602	ENSG00000054116_TRAPPC3	ENSG00000054116	TRAPPC3	1
ENSG00000116871	603	ENSG00000116871_MAP7D1	ENSG00000116871	MAP7D1	1
ENSG00000054118	604	ENSG00000054118_THRAP3	ENSG00000054118	THRAP3	1
ENSG00000214193	605	ENSG00000214193_SH3D21	ENSG00000214193	SH3D21	1
ENSG00000142694	606	ENSG00000142694_EVA1B	ENSG00000142694	EVA1B	1
ENSG00000116883	607	ENSG00000116883_RP11-268J15.5	ENSG00000116883		1
ENSG00000196182	608	ENSG00000196182_STK40	ENSG00000196182	STK40	1
ENSG00000181817	609	ENSG00000181817_LSM10	ENSG00000181817	LSM10	1
ENSG00000116885	610	ENSG00000116885_OSCP1	ENSG00000116885	OSCP1	1
ENSG00000116898	611	ENSG00000116898_MRPS15	ENSG00000116898	MRPS15	1
ENSG00000119535	612	ENSG00000119535_CSF3R	ENSG00000119535	CSF3R	1
ENSG00000234481	613	ENSG00000234481_RP4-614N24.1	ENSG00000234481		1
ENSG00000233621	614	ENSG00000233621_LINC01137	ENSG00000233621	LINC01137	1
ENSG00000163874	615	ENSG00000163874_ZC3H12A	ENSG00000163874	ZC3H12A	1
ENSG00000163875	616	ENSG00000163875_MEAF6	ENSG00000163875	MEAF6	1
ENSG00000163877	617	ENSG00000163877_SNIP1	ENSG00000163877	SNIP1	1
ENSG00000163879	618	ENSG00000163879_DNALI1	ENSG00000163879	DNALI1	1
ENSG00000134697	619	ENSG00000134697_GNL2	ENSG00000134697	GNL2	1
ENSG00000169218	620	ENSG00000169218_RSPO1	ENSG00000169218	RSPO1	1
ENSG00000116922	621	ENSG00000116922_C1orf109	ENSG00000116922	C1orf109	1
ENSG00000134690	622	ENSG00000134690_CDCA8	ENSG00000134690	CDCA8	1
ENSG00000183317	623	ENSG00000183317_EPHA10	ENSG00000183317	EPHA10	1
ENSG00000185090	624	ENSG00000185090_MANEAL	ENSG00000185090	MANEAL	1
ENSG00000233728	625	ENSG00000233728_RP11-109P14.9	ENSG00000233728		1
ENSG00000196449	626	ENSG00000196449_YRDC	ENSG00000196449	YRDC	1
ENSG00000197982	627	ENSG00000197982_C1orf122	ENSG00000197982	C1orf122	1
ENSG00000188786	628	ENSG00000188786_MTF1	ENSG00000188786	MTF1	1
ENSG00000230955	629	ENSG00000230955_RP11-109P14.10	ENSG00000230955		1
ENSG00000204084	630	ENSG00000204084_INPP5B	ENSG00000204084	INPP5B	1
ENSG00000183431	631	ENSG00000183431_SF3A3	ENSG00000183431	SF3A3	1
ENSG00000183386	632	ENSG00000183386_FHL3	ENSG00000183386	FHL3	1
ENSG00000183520	633	ENSG00000183520_UTP11L	ENSG00000183520	UTP11	1
ENSG00000185668	634	ENSG00000185668_POU3F1	ENSG00000185668	POU3F1	1
ENSG00000224592	635	ENSG00000224592_RP5-884C9.2	ENSG00000224592		1
ENSG00000237290	636	ENSG00000237290_RP11-214L19.1	ENSG00000237290	LINC01343	1
ENSG00000116954	637	ENSG00000116954_RRAGC	ENSG00000116954	RRAGC	1
ENSG00000228436	638	ENSG00000228436_RP5-864K19.4	ENSG00000228436		1
ENSG00000214114	639	ENSG00000214114_MYCBP	ENSG00000214114	MYCBP	1
ENSG00000131233	640	ENSG00000131233_GJA9	ENSG00000131233	GJA9	1
ENSG00000158315	641	ENSG00000158315_RHBDL2	ENSG00000158315	RHBDL2	1
ENSG00000174574	642	ENSG00000174574_AKIRIN1	ENSG00000174574	AKIRIN1	1
ENSG00000168653	643	ENSG00000168653_NDUFS5	ENSG00000168653	NDUFS5	1
ENSG00000127603	644	ENSG00000127603_MACF1	ENSG00000127603	MACF1	1
ENSG00000226438	645	ENSG00000226438_RP11-420K8.1	ENSG00000226438		1
